,,track_id,artist,artist_id,album,trackName,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,popularity,category_id
The Sound of EDM,261,7CJszP8UJJJ2LbUOdwdvjI,Tut Tut Child,6EmSzH0r12lNsYQCFzCFS3,If I Could,If I Could,0.0103,0.397,195843,0.725,4.42e-06,4,0.134,-5.418,0,0.0951,177.882,4,0.123,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm', 'glitch', 'melodic dubstep']",45.0,edm
The Sound of EDM,262,0Qm14E0Scc9hpGPwhowHEP,Liquid Stranger,4YJsSCuag8W1TFTgSeEc2k,Dissolve,Dissolve,0.0171,0.665,392592,0.601,0.833,6,0.208,-7.981,1,0.0294,105.002,4,0.0999,"['brostep', 'downtempo', 'drill and bass', 'edm', 'electro house', 'electronic trap']",54.0,edm
The Sound of EDM,263,4hxpCxtHHK0Q73F0j4ntOE,Qulinez,6d7AYr4nvqHPhfPaDLLeRU,World Gone Crazy,Hookah,0.0135,0.551,178125,0.928,0.405,4,0.383,-4.076,0,0.0749,127.969,4,0.115,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'sky room']",45.0,edm
The Sound of EDM,264,65ES1qwOB577ZnTkizMXJJ,Skrillex,5he5w2lnU9x7JFhnwcekXX,HUMBLE. (SKRILLEX REMIX),HUMBLE. - SKRILLEX REMIX,0.00794,0.901,156800,0.934,7.68e-05,11,0.194,-2.345,1,0.273,150.037,4,0.868,"['brostep', 'complextro', 'edm', 'electro']",81.0,edm
The Sound of EDM,265,5gnXJhg3zGHWvrgplrVrxH,Joe Stone,4kwEd1P9j15ZqUVP5zK7Pv,Superstar,Superstar,0.11,0.651,180000,0.753,0.0,3,0.249,-4.956,0,0.0518,123.954,4,0.355,"['deep groove house', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",65.0,edm
The Sound of EDM,266,20ZP3Om9DvDazXrNUC7WM2,Rudimental,4WN5naL3ofxrVBgFpguzKo,Toast to Our Differences (Deluxe Edition),"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.188,0.654,211760,0.798,0.0,0,0.15,-4.084,1,0.0451,92.207,4,0.574,"['dance pop', 'edm', 'house', 'liquid funk', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",76.0,edm
The Sound of EDM,267,7F0DDqZ6SdIUEMuo8eRlmv,Stephen Walking,0FvgCHaMG7KL6M83yJuhmL,Glide,Glide,0.0834,0.759,196853,0.976,0.000239,0,0.279,-1.876,1,0.0616,134.017,4,0.635,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm']",52.0,edm
The Sound of EDM,268,3iqevy6L0Pt3kPu8MOoJ6w,KOAN Sound,1NCLweIUpq8knzemBwAwoo,Silk Wave,Grounded,0.041,0.628,252343,0.799,0.000429,10,0.455,-4.983,0,0.208,174.997,3,0.473,"['complextro', 'edm', 'electro house', 'filthstep', 'glitch', 'vapor twitch']",45.0,edm
The Sound of EDM,269,48n92l7OnLEURhalUBtsl7,The Glitch Mob,3a9qv6NLHnsVxJUtKOMHvD,We Can Make the World Stop - EP,We Can Make The World Stop,0.000846,0.563,325909,0.836,0.5,5,0.116,-5.891,0,0.0357,105.006,4,0.154,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']",68.0,edm
The Sound of EDM,270,0OZGWlrCmzMkk7kB3RZCeR,BROHUG,3IHsD0sttucHrX8b32Vcab,24 Hours,24 Hours,0.0341,0.772,155520,0.776,0.236,5,0.0291,-6.975,1,0.0715,124.995,4,0.0701,"['bass house', 'big room', 'deep big room', 'edm', 'electro house', 'electronic trap', 'house', 'progressive house']",56.0,edm
The Sound of EDM,271,3NjyrsDr4qS0L424H4muQd,Hayden James,4csQIMQm6vI2A2SCVDuM2z,Between Us,Just Friends,0.105,0.639,238991,0.685,0.0,9,0.143,-4.571,0,0.049,110.041,4,0.363,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",67.0,edm
The Sound of EDM,272,0r4v4ThUsFtlTAZMxIUGg0,Dodge & Fuski,6SJnjpekgnONgNtxKeMP8m,Pretty Good Mode EP,Written - Control Freak & Deadlyft Remix,0.0122,0.609,163200,0.955,0.15,10,0.571,-2.434,0,0.196,75.004,4,0.21,"['brostep', 'complextro', 'dubstep', 'edm', 'electro house', 'filthstep']",52.0,edm
The Sound of EDM,273,3n3Oags848AKzbYH6qz5qX,Midnight Kids,5w39eY1aNDybnDGTNgVt3r,The Lost Youth,Run It (feat. Annika Wells),0.36,0.518,219373,0.754,0.0,8,0.11,-4.365,1,0.0472,92.953,4,0.221,"['edm', 'electropop', 'pop dance', 'pop edm']",56.0,edm
The Sound of EDM,274,7sFqwdXin2bgiuElcWdtYl,JOYRYDE,24neLwyYRyj4ItaGnFeIT0,BRAVE,IM GONE,0.00961,0.664,285860,0.953,0.00665,9,0.263,-3.794,1,0.249,125.679,4,0.21,"['bass house', 'edm', 'electro house', 'electronic trap']",61.0,edm
The Sound of EDM,275,0e5fRvipOUMMZzkmIOfZFH,Virtual Riot,4FXGRMSHh2JjHxVwS8dhH1,Head To Head Vol. 1,Odyssey VIP,0.000311,0.419,235200,0.948,0.285,8,0.321,-1.354,1,0.116,149.992,4,0.173,"['brostep', 'complextro', 'dubstep', 'edm', 'electro house', 'electronic trap', 'filthstep', 'future bass', 'gaming dubstep', 'gaming edm']",59.0,edm
The Sound of EDM,276,5bcd3HgesJLNQ9klxLLewS,Jewelz & Sparks,50kceDjknh0CjwOko7kx7V,Traffic,Traffic,0.000185,0.624,170923,0.998,0.749,8,0.0355,-2.148,0,0.0606,130.005,4,0.343,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'sky room']",50.0,edm
The Sound of EDM,277,7vYutw14Ch1Ee1ZmU7gLQ7,Rusko,4BTcOR2hEQZQQL5AMo5u10,Everyday/Lick The Lizard,Everyday - Netsky Remix,0.000335,0.349,251670,0.935,0.802,2,0.333,-5.027,1,0.0536,173.928,4,0.133,"['bassline', 'brostep', 'classic dubstep', 'edm', 'electro house', 'electronic trap']",54.0,edm
The Sound of EDM,278,63bR379dNknfAws2hBBsq7,Aero Chord,6lO3fSdhsdpeOcrbqAJsRU,Surface,Surface,0.0445,0.573,254118,0.735,0.865,2,0.187,-4.132,1,0.0428,170.007,4,0.246,"['bass trap', 'edm', 'gaming edm', 'traprun']",61.0,edm
The Sound of EDM,279,3AysLPV09keThL2hBsewcU,Calippo,5Nngx6kSXmrSiL248sEwmT,You Can't Do Better,You Can't Do Better,0.0659,0.753,211573,0.792,3.28e-05,0,0.148,-5.064,0,0.159,124.004,4,0.621,"['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house']",55.0,edm
The Sound of EDM,280,3Fq1tzIgvxTm0pRcqVbsRy,Bruno Martini,5veVxxPm1vzgi6pO2iVA8L,Save Me,Save Me,0.209,0.744,160430,0.695,0.000316,6,0.251,-7.628,0,0.0377,128.031,4,0.285,"['brazilian edm', 'edm', 'pop dance', 'pop nacional']",73.0,edm
The Sound of EDM,281,1VxQboO0KAsIm8MjSShBJv,Ganja White Night,1a6oIpEh4DGgaqgWg5xwd3,Jungle Juice,Jungle Juice,0.0208,0.645,274967,0.662,0.227,10,0.109,-5.899,0,0.0446,72.533,4,0.231,"['edm', 'electro house', 'electronic trap']",56.0,edm
The Sound of EDM,282,1B67ptXH1xg3OHTMVFW37r,Ferry Corsten,2ohlvFf9PBsDELdRstPtlP,Our Moon,Our Moon,0.0147,0.567,192207,0.887,0.0136,1,0.327,-5.995,0,0.0297,125.017,4,0.159,"['dutch trance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",58.0,edm
The Sound of EDM,283,0zxDlRqczZVFwcOyWQEwkx,Tony Junior,17esEoE9uEHFKuzkar2UL0,Matveevskaya,Matveevskaya,0.0331,0.625,164834,0.697,0.0191,1,0.115,-6.068,1,0.0714,127.734,4,0.0912,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'progressive electro house', 'sky room']",55.0,edm
The Sound of EDM,284,7zZa1tdgfZUsStZjAd4o8i,SNAILS,2yT7X3Gg2S51DHz67FAYL6,Deep In The Night,Deep In The Night,0.00198,0.634,275200,0.991,0.0115,6,0.341,-0.465,1,0.0463,150.022,4,0.527,"['bass trap', 'brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']",52.0,edm
The Sound of EDM,285,1FP9s72rDYty6mfoOEYKnE,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,All We Got (feat. KIDDO),All We Got (feat. KIDDO),0.286,0.504,190218,0.76,0.0,4,0.151,-4.246,1,0.0426,183.933,4,0.64,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",84.0,edm
The Sound of EDM,286,4b93D55xv3YCH5mT4p6HPn,Duke Dumont,61lyPtntblHJvA7FMMhi7E,Duality,Ocean Drive,0.00388,0.67,206320,0.776,0.000184,8,0.122,-4.091,0,0.047,115.034,4,0.624,"['dance pop', 'destroy techno', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",72.0,edm
The Sound of EDM,287,0qJkYnXVlPCdi3lgfhMVtW,NWYR,558dSyN1mMqsKrEBcKJ2p0,Drakaina,Drakaina,0.00234,0.299,186269,0.932,0.0178,1,0.108,-3.805,0,0.0979,133.302,4,0.153,"['big room', 'deep big room', 'edm', 'electro house', 'sky room']",48.0,edm
The Sound of EDM,288,5ug2bpyUHVOR7Y3TUPH3J7,The Knocks,2x7EATekOPhFGRx3syMGEC,All About You (feat. Foster The People),All About You (feat. Foster The People),0.0518,0.645,216778,0.895,0.0843,8,0.106,-3.78,1,0.0522,102.005,4,0.549,"['alternative dance', 'edm', 'electro house', 'indie poptimism', 'new french touch', 'nu disco', 'pop', 'pop dance', 'tropical house', 'vapor soul']",68.0,edm
The Sound of EDM,289,10dLRZ7GCIXEuUuONkNcxI,Champagne Drip,3mVwDyQRNVMy3ZNuTabf6f,Starman,Kaleidoscope (Feat. Crystalline),0.00701,0.613,211875,0.685,0.00543,0,0.0907,-6.054,1,0.0408,127.991,4,0.122,"['dubstep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",52.0,edm
The Sound of EDM,290,3l0U3rxLguc2UCz9Bzg3Ei,Garmiani,2yhI3iWovCQYjhjoqzKO2R,Jump & Sweat,Jump & Sweat - Radio Edit,0.00136,0.724,147539,0.986,0.0,5,0.363,-2.04,0,0.123,128.072,4,0.564,"['big room', 'deep big room', 'edm', 'electro house']",55.0,edm
The Sound of EDM,291,27u7t9d7ZQoyjsCROHuZJ3,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Tick Tock (feat. 24kGoldn),Tick Tock (feat. 24kGoldn),0.369,0.779,178374,0.705,7.91e-06,0,0.124,-3.895,1,0.0344,101.022,4,0.946,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",83.0,edm
The Sound of EDM,292,6HCmuewveUWxu30HSCsWk5,Stonebank,4lC8Q0azW5ij2e1skZo377,Stronger,Stronger,0.00479,0.511,320394,0.885,0.0645,5,0.115,-3.259,0,0.287,170.002,4,0.343,"['brostep', 'edm', 'electro house', 'gaming edm']",57.0,edm
The Sound of EDM,293,6jokFmRmdTrvlcQoga5Zx8,Pixel Terror,3DajvNySJjylWpCSeXefFm,Amnesia,Amnesia,0.000514,0.541,225625,0.915,0.467,11,0.329,-3.498,0,0.163,96.034,4,0.0601,"['edm', 'electro house', 'future bass', 'gaming edm']",51.0,edm
The Sound of EDM,294,5MGeW5mHnqeJiM0NPBbkEZ,Carnage,7CCjtD0hCK005Bvg2WG1a7,Papi Gordo,I Like Tuh,0.329,0.611,189000,0.543,0.0,1,0.281,-5.288,0,0.0672,174.862,4,0.561,"['edm', 'electro house', 'electronic trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",67.0,edm
The Sound of EDM,295,2HgwmbWJrrzy6fhLOnLHmO,Bougenvilla,1I5pYXplsbqmHaVWlAEhla,Somebody To Love,Somebody To Love,0.0714,0.639,167280,0.933,0.0,11,0.497,-3.059,0,0.103,124.951,4,0.452,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'pop edm']",52.0,edm
The Sound of EDM,296,1AfA0K7BLxceH7PjzcZdZc,Moksi,5jm3x1qIibWdKSEMw2G011,The Return of House Music,Slow Burn,0.0632,0.633,244303,0.651,0.00358,7,0.141,-6.814,0,0.0574,119.978,4,0.202,"['bass house', 'dutch edm', 'edm', 'electro house', 'electronic trap', 'house']",57.0,edm
The Sound of EDM,297,6wb1K3y7rRyQdoJlkrMgik,Getter,3QryVD03gGZOLQQXjy3EoA,Visceral,On My Way Out,0.388,0.517,330947,0.685,0.0133,4,0.0713,-7.728,1,0.055,95.018,4,0.231,"['brostep', 'dark trap', 'edm', 'electro house', 'electronic trap', 'filthstep', 'underground hip hop']",63.0,edm
The Sound of EDM,298,2EtwxAprswAqDZ3uRq8pr8,ALPHA 9,6ckI88Ggj8DPe0TNAAVkjn,All That I Can,All That I Can,0.00119,0.511,217619,0.982,0.000511,9,0.342,-3.326,0,0.0315,126.001,4,0.906,"['edm', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",53.0,edm
The Sound of EDM,299,556l9P7WVZVyYUBjT1YFTT,Whethan,0vqJkZ0RpLZixt3lTmD8vP,When I'm Down,When I'm Down,0.209,0.827,164681,0.769,9.54e-05,7,0.091,-4.058,1,0.126,93.986,4,0.491,"['edm', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop dance', 'tropical house', 'vapor soul', 'vapor twitch']",72.0,edm
The Sound of EDM,300,2iQVxrAzwy8dMG0yldSaIg,Nitro Fun,4XU5f8nGiPMr6eetud6epC,New Game,New Game,0.000611,0.627,259355,0.991,0.675,1,0.396,-2.9,0,0.0804,128.007,4,0.516,"['complextro', 'edm', 'electro house', 'gaming edm']",53.0,edm
The Sound of EDM,301,4KxqlCJNjBNwsmgzLFy3Is,Kura,3NwcP2GO2sZZS2BVvWcc9T,Beast Mode,Beast Mode,0.00409,0.602,161600,0.971,0.525,0,0.101,-6.065,1,0.0688,149.964,4,0.0681,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'sky room']",50.0,edm
The Sound of EDM,302,0vAXgfcS2hMaml2hAS1lgm,Julian Calor,2y8eOaQNjiIuITkz6zGfgL,No Fear Anymore,No Fear Anymore,0.0329,0.613,202286,0.875,0.00103,7,0.12,-4.71,0,0.0671,139.935,4,0.106,"['big room', 'deep big room', 'edm', 'electro house', 'gaming edm', 'pop edm', 'sky room']",52.0,edm
The Sound of EDM,303,3AayefDdUFxivRs79bX7kV,Feint,6RQ9kYbHisp1UUbnfwHNeU,We Won't Be Alone,We Won't Be Alone,0.134,0.377,234475,0.858,0.00185,11,0.0985,-4.9,0,0.148,174.751,4,0.117,"['chillstep', 'edm', 'electro house', 'gaming edm']",60.0,edm
The Sound of EDM,304,1HPKv8KcF2j5pCeKOMTO0o,The Bloody Beetroots,0QJKELJZZuLAjqLOOixJm5,Warp 2.019 (feat. Steve Aoki) [Steve Aoki & Kayzo Remix],Warp 2.019 (feat. Steve Aoki) - Steve Aoki & Kayzo Remix,0.000703,0.664,194887,0.994,0.78,1,0.899,-1.878,1,0.0716,132.982,4,0.0377,"['alternative dance', 'dance-punk', 'edm', 'electro house', 'fidget house', 'filter house', 'new rave']",56.0,edm
The Sound of EDM,305,2JtLVLcBKBoMoM3C8OMtu4,Ilan Bluestone,1yoZuH2j43vVSWsOwYuQyn,Scars (Remixed),Will We Remain? - Spencer Brown Remix,0.00202,0.789,365714,0.701,0.418,6,0.117,-6.582,0,0.035,126.005,4,0.326,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",56.0,edm
The Sound of EDM,306,5pEj5dgjKIqqr0yVINsR1P,Justin Mylo,7MFJyevu6jq0shwDuVLymu,Won't Stop,Won't Stop,0.0327,0.683,198798,0.63,1.58e-05,1,0.187,-6.285,1,0.084,128.034,4,0.586,"['big room', 'deep big room', 'edm', 'electro house', 'pop edm']",58.0,edm
The Sound of EDM,307,4Qv71lFPCObf7zol1uWCJb,Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,There For You,There For You,0.00529,0.533,186493,0.844,8.91e-05,11,0.0722,-5.04,0,0.0302,123.971,4,0.712,"['deep groove house', 'edm', 'future garage', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",70.0,edm
The Sound of EDM,308,2SoE9NCEyVsJcvwcLlJalb,Nadia Ali,1C60viSZv6BoYtrnkZ44g5,Rapture,Rapture - Avicii New Generation Radio Edit,0.0185,0.558,221543,0.934,0.21,10,0.275,-4.072,0,0.0355,130.008,4,0.385,"['edm', 'vocal trance']",56.0,edm
The Sound of EDM,309,6xzhcsONKuG7lxXwogJ7M4,Droptek,4Pn0zmbERg32YIOjl2nOQf,Symbiosis LP,Illusions (ft. Holly Drummond),0.0511,0.591,284142,0.781,0.00254,7,0.0942,-3.141,0,0.0581,174.031,4,0.078,"['chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'gaming edm', 'halftime dnb']",40.0,edm
The Sound of EDM,310,6NitJf2pJZ4ssPTWZ1ZuVv,Le Youth,1Zz6NBe8UIZjm88TvehFtx,About Us,About Us,0.0342,0.631,286520,0.694,0.774,5,0.1,-9.185,0,0.0368,122.0,4,0.114,"['alternative dance', 'edm', 'house', 'nu disco', 'pop dance', 'progressive house', 'tropical house', 'vapor soul']",59.0,edm
The Sound of EDM,311,5tSNIIuIXECdWLFIfjhnPQ,BRONSON,60yfafz0P3gqaUaOUIddae,BRONSON,HEART ATTACK (feat. lau.ra),0.163,0.556,209600,0.649,0.214,6,0.109,-5.807,0,0.0781,121.999,4,0.119,['edm'],62.0,edm
The Sound of EDM,312,4JHfB0tPjE38N5KTSaX39I,KUURO,5mVWu2Ofpm2mlEpuMm3b4Q,Can We Be Free,Can We Be Free,0.0422,0.621,198316,0.863,0.0,11,0.123,-3.389,0,0.0913,95.029,4,0.442,"['bass trap', 'edm', 'electro house', 'future bass', 'gaming edm', 'traprun']",54.0,edm
The Sound of EDM,313,4Iw6e5hL3ynmUNV2tgClHL,Bad Computer,7uGeDBa1LJ7T1X4fpl8mwk,Chasing Clouds,Chasing Clouds,0.0231,0.636,217500,0.719,1.48e-06,1,0.0677,-4.532,1,0.0463,127.846,3,0.28,"['complextro', 'edm', 'electro house', 'gaming edm']",53.0,edm
The Sound of EDM,314,0yxqE17S8mauxiv10mMVS0,Duumu,6q8cRPrSLahGAZSVnjIYjF,Keep You,Keep You,0.114,0.63,217846,0.664,0.0,11,0.082,-7.636,0,0.213,129.888,4,0.0493,"['edm', 'electro house', 'future bass', 'gaming edm', 'pop edm']",46.0,edm
The Sound of EDM,315,6HilF8XGjLdLIZa51AVFux,Vincent,7ymczLNmjz6AVMGApVNWbB,For You,I'm No Magician,0.642,0.811,201905,0.58,3.26e-05,0,0.14,-6.732,1,0.0373,125.977,4,0.71,"['edm', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']",56.0,edm
The Sound of EDM,316,1E0EOstQRm7YMhFpmDJzaB,Hermitude,3fmMaLC5jjf2N4EC2kTx0u,Dark Night Sweet Light,The Buzz (feat. Mataya & Young Tapz),0.33,0.739,221787,0.583,0.00137,0,0.122,-6.434,0,0.173,140.941,4,0.497,"['australian dance', 'downtempo', 'edm', 'escape room']",63.0,edm
The Sound of EDM,317,40mYZdW4XYsfVU4D1L3cXx,Toby Green,7IVgVM49Z4ztdmOqOIxhvP,Check This Out,Check This Out,0.00116,0.602,151020,0.951,0.609,0,0.392,-3.969,1,0.0699,125.005,4,0.345,"['big room', 'deep big room', 'edm', 'electro house', 'sky room']",53.0,edm
The Sound of EDM,318,5w6rgrtYFhC6NkUknX1exC,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Westcoast G-House Compilation,Gangsta Gangsta (feat. Baby Eazy-E),0.0189,0.824,201643,0.907,2.25e-05,11,0.146,-1.12,1,0.138,104.917,4,0.417,[],0.0,edm
The Sound of EDM,319,0jA4T1QAiFX1jKFNX6DpKw,Orjan Nilsen,1YuNQvsvOsMBm0ahbxB8qM,Sankthansaften,Sankthansaften,0.399,0.669,200652,0.75,0.12,10,0.524,-6.597,0,0.126,128.111,4,0.0933,"['big room', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",52.0,edm
The Sound of EDM,320,7ef4DlsgrMEH11cDZd32M6,Calvin Harris,7CajNmpbOovFoOoasH2HaY,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",88.0,edm
The Sound of EDM,321,4X8oQZ8LvTRdrjtSs2048s,Amtrac,3ifxHfYz2pqHku0bwx8H5J,1987,Never Lost,0.0183,0.671,406027,0.526,0.84,1,0.299,-8.433,1,0.0374,119.991,4,0.251,"['alternative dance', 'chillwave', 'deep house', 'edm', 'electronica', 'house', 'indie soul', 'new french touch', 'nu disco', 'tropical house', 'vapor soul']",59.0,edm
The Sound of EDM,322,59dMdGzQddUIRhBMCnBHDh,Televisor,5h4HpujvLoTaqy2tkrs2DC,Neon,Neon,0.0298,0.738,255360,0.852,0.0536,11,0.129,-6.962,0,0.104,124.979,4,0.585,"['complextro', 'edm', 'electro house', 'gaming edm']",42.0,edm
The Sound of EDM,323,3G5oXaBG274gRp1aHjnMvu,Redondo,3T0HSMgUpuH1hXbT1JPwQF,My Love,My Love,0.000524,0.671,165000,0.972,0.547,8,0.188,-4.042,0,0.202,123.986,4,0.847,"['deep groove house', 'deep house', 'deep tech house', 'deep tropical house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house']",57.0,edm
The Sound of EDM,324,0ib3Pdvgp2ZDk6nO1DC3sJ,Mark Knight,3h11MHQeCrcsUgRRijI1zL,All 4 Love (feat. Tasty Lopez),All 4 Love (feat. Tasty Lopez),0.0191,0.759,205645,0.787,0.000512,5,0.409,-4.303,0,0.0673,124.023,4,0.619,"['big room', 'deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'funky tech house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tech house', 'tribal house', 'uk house', 'vocal house']",59.0,edm
The Sound of EDM,325,1F65NjLm6OQIpuiwGMAdBf,WRLD,4VqBNQRr0nDN0trNUOn0co,Hang Up,Hang Up,0.00506,0.665,199500,0.834,0.00195,5,0.153,-3.845,0,0.0278,120.049,4,0.293,"['complextro', 'edm', 'electro house', 'future bass', 'gaming edm']",52.0,edm
The Sound of EDM,326,4TP11rqVfILREbUK5Q2Dmb,William Black,7d5SfGXKpgS3JK8BFIq59h,Closer Than You,Closer Than You,0.098,0.501,219200,0.505,0.0,10,0.112,-6.428,1,0.0284,149.916,4,0.227,"['edm', 'melodic dubstep', 'pop edm', 'traprun']",58.0,edm
The Sound of EDM,327,0BAQjCC9gfqOebxpmonHKz,Medasin,62vbsDRAq0qHdezaCOzB0T,RIPPLS,Everytime,0.0485,0.751,170885,0.377,0.000468,5,0.291,-9.8,1,0.0538,112.478,3,0.14,"['edm', 'electronic trap', 'electropop', 'future bass', 'indie soul', 'vapor soul', 'vapor twitch']",65.0,edm
The Sound of EDM,328,4LfryUF6KUoJNPoOhSsV7z,DotEXE,2S2RMiHABGxAQqdqwUN5qF,Monster (Rework),Monster (Rework),0.00666,0.32,221832,0.923,0.00183,6,0.0823,-2.581,0,0.199,144.849,4,0.329,"['edm', 'electro house', 'gaming edm']",42.0,edm
The Sound of EDM,329,5DF2KFDVeC7wF5CXipl9WN,Disciples,5EehXjjMktLuJmbRsM7YfB,I Got You,I Got You,0.145,0.711,210732,0.876,0.0,5,0.116,-4.144,1,0.0551,122.969,4,0.706,"['deep groove house', 'disco house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",68.0,edm
The Sound of EDM,330,72svLiYZ4D14ryt056I66v,Uppermost,58UpHBCQ1Jj67DJsR7Qyqg,Origins (2011-2016),Beautiful Light,0.442,0.565,263520,0.806,4.63e-06,8,0.0633,-6.521,1,0.109,91.976,4,0.628,"['complextro', 'edm', 'electro house', 'new french touch', 'vapor twitch']",52.0,edm
The Sound of EDM,331,7AQyx6fF4zINWCuwVTGcx0,F.O.O.L,1ldNdtZX38LAsOk0ciLvb2,Revenger,Revenger,0.00048,0.595,222562,0.879,0.848,2,0.115,-3.83,1,0.0347,110.012,4,0.166,"['complextro', 'dark clubbing', 'edm', 'electro house', 'gaming edm']",54.0,edm
The Sound of EDM,332,7924NRevY7KfgupyhT6Xky,GRiZ,25oLRSUjJk4YHNUsQXk7Ut,Bangers[6].Zip,Juicy,0.000265,0.504,188800,0.981,0.687,9,0.327,-0.738,0,0.0476,75.025,4,0.582,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",66.0,edm
The Sound of EDM,333,3mYP2JXlrv2iLyU8GIAszA,KDrew,1DLsogyGi0pwPtwV78D8uZ,"Free, Vol. 4",Bullseye,0.000851,0.66,248571,0.729,0.00679,6,0.108,-5.244,0,0.0529,105.015,4,0.439,"['brostep', 'edm', 'electro house', 'gaming edm']",49.0,edm
The Sound of EDM,334,3PW8R9LHr6tvhdARHAqG9s,Delta Heavy,7GvVTb8yFV0ZrdI30Qce6T,Paradise Lost,White Flag,0.00395,0.422,183120,0.609,0.0,0,0.101,-3.06,0,0.0342,87.06,4,0.222,"['brostep', 'drum and bass', 'edm', 'electro house', 'jump up', 'liquid funk', 'uk dnb']",57.0,edm
The Sound of EDM,335,30Ek6vDZ77PWTQS9HiV3xB,Night Bass,5r8uFFa8SgWYY9otnRmLlw,Night Bass Remixed Vol. 1,Fly Kicks - Wax Motif Remix,0.0187,0.897,278400,0.692,0.728,11,0.0603,-4.985,0,0.0492,125.024,4,0.607,['bass house'],30.0,edm
The Sound of EDM,336,2P8MOT07PrPiTjqNPKWVsp,Grant,2Hchwjfl1DioXcIwbOJkus,The Edge,The Edge,0.185,0.507,193683,0.864,0.0,7,0.161,-3.934,0,0.169,155.924,4,0.476,"['edm', 'electro house', 'future bass', 'gaming edm', 'pop edm']",57.0,edm
The Sound of EDM,337,4n6z0yh2ZpoGh0RNyGVu52,Pretty Lights,4iVhFmG8YCCEHANGeUUS9q,A Color Map of the Sun (Remixes),One Day They'll Know (ODESZA Remix),0.00591,0.465,260571,0.714,0.624,11,0.16,-6.611,0,0.0317,140.026,4,0.294,"['edm', 'glitch hop', 'jam band', 'jazztronica', 'livetronica']",59.0,edm
The Sound of EDM,338,0tAFy8LVdMQgW6A6Nq7olS,TroyBoi,0tvpihdAsKiNnP6sWS3jUI,"V!BEZ, Vol. 3",Do You?,0.164,0.827,195791,0.518,0.375,10,0.61,-8.156,0,0.343,80.729,4,0.584,"['bass trap', 'edm', 'electronic trap']",66.0,edm
The Sound of EDM,339,59OZiGqFfWmry6o9pTx8i8,Fox Stevenson,2BQWHuvxG4kMYnfghdaCIy,Bruises (Destinations),Bruises,0.000385,0.45,220733,0.856,1.21e-05,11,0.604,-3.081,1,0.0734,174.096,4,0.361,['edm'],63.0,edm
